id,coherence,fluency,informativeness,relevance,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
7569_abstractive,3.6666666666666665,4.0,3.0,3.0,-5.6921257972717285,-6.174417018890381,[0.5221717357635498],[0.434110552072525],[0.4740865230560303],[0.16666666666666666],[0.05263157894736842],[0.07999999635200017],[0.0],[0.0],[0.0],[0.16666666666666666],[0.05263157894736842],[0.07999999635200017],[0.024630541871921183],[0],[-0.034735622171031544],0.2492006617589223,0.33867050923303177,0.22936301895627756,0.7863347394737953,0.45145608922103486
7569_pointer_c,2.6666666666666665,2.333333333333333,2.333333333333333,3.0,-3.675989151000977,-4.819092273712158,[0.34361255168914795],[0.4301241338253021],[0.3820318877696991],[0.12903225806451613],[0.21052631578947367],[0.15999999528800013],[0.0],[0.0],[0.0],[0.0967741935483871],[0.15789473684210525],[0.11999999528800019],[0.11627906976744184],[8.614911585158347e-232],[-0.06606187944530184],0.2762644539661997,0.05718022954311332,0.3647785930779969,0.09872571131700374,0.17356151131270467
7569_pointer_n,4.0,3.6666666666666665,3.0,3.333333333333333,-2.658387422561645,-2.381478786468506,[0.540800929069519],[0.5783466100692749],[0.5589439868927002],[0.030303030303030304],[0.05263157894736842],[0.03846153382396506],[0.0],[0.0],[0.0],[0.030303030303030304],[0.05263157894736842],[0.03846153382396506],[0.15630252100840336],[7.244248269687037e-232],[0.07762942927154814],0.7218329199194422,0.8970632248803045,0.9319142196109622,0.5709425878012068,0.7999733440974911
7569_pointer_s,4.0,3.333333333333333,4.333333333333333,4.0,-2.535211563110352,-3.6644890308380127,[0.46510282158851624],[0.6696634888648987],[0.5489453673362732],[0.22916666666666666],[0.5789473684210527],[0.32835820489195816],[0.1746031746031746],[0.55],[0.26506023730584993],[0.22916666666666666],[0.5789473684210527],[0.32835820489195816],[0.5623871841155235],[6.110848977001762e-232],[0.17381606824363183],0.024473380706819,0.14818256271115318,0.16966677709603503,0.001379734294472868,0.10640969136722035
30385_lede3,4.333333333333333,4.666666666666667,4.666666666666667,4.333333333333333,-0.9268037676811218,-0.6326700448989868,[0.4836480915546417],[0.6112288236618042],[0.5400053262710571],[0.11842105263157894],[0.45],[0.18749999670138892],[0.041237113402061855],[0.19047619047619047],[0.0677966072436083],[0.11842105263157894],[0.45],[0.18749999670138892],[0.3228752449628037],[5.704925649051987e-232],[-0.009016300383015263],0.9749013051735153,0.9729000484345406,0.9651535157567981,0.8638106239976877,0.933954729396342
30385_fragments,3.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,-3.932008981704712,-3.673992156982422,[0.8158347606658936],[0.7854240536689758],[0.8003406524658203],[1.0],[0.8],[0.8888888839506174],[0.7647058823529411],[0.6190476190476191],[0.6842105213711912],[1.0],[0.8],[0.8888888839506174],[0.8330473365528399],[1.0377133938315695e-231],[0.6234343221568175],0.0275247762280802,0.038708189354637906,0.08733905832498132,0.0006692117142856758,0.042238819797968306
30385_textrank,4.0,4.0,3.6666666666666665,4.0,-0.3001121878623962,-0.7822383046150208,[0.5136934518814087],[0.5318418741226196],[0.5226101875305176],[0.0425531914893617],[0.1],[0.05970148834929858],[0.0],[0.0],[0.0],[0.0425531914893617],[0.1],[0.05970148834929858],[0.13257575757575757],[7.884916681118857e-232],[0.020425142330150914],0.9789169692667988,0.9682138715197733,0.9681222698297416,0.9557740894821506,0.9640367436105551
30385_abstractive,4.0,4.666666666666667,2.333333333333333,2.6666666666666665,-6.716558933258057,-6.663773536682129,[0.5192774534225464],[0.44275781512260437],[0.47797444462776184],[0.06666666666666667],[0.05],[0.05714285224489839],[0.0],[0.0],[0.0],[0.06666666666666667],[0.05],[0.05714285224489839],[0.04484304932735426],[1.0832677820940877e-231],[-0.1139209008156139],0.0143645020464656,0.007215581741923242,0.008183632600129522,0.17670587876960522,0.06403503103721933
30385_pointer_c,3.333333333333333,3.6666666666666665,3.6666666666666665,4.0,-0.8697785139083862,-1.7325682640075684,[0.5002033114433289],[0.6241228580474854],[0.5553340911865234],[0.15517241379310345],[0.45],[0.23076922695595006],[0.0625],[0.19047619047619047],[0.09411764333840845],[0.15517241379310345],[0.45],[0.23076922695595006],[0.36647518680084656],[6.367803053737255e-232],[0.017558647940947747],0.576227374079879,0.3068048730475502,0.6771034317986911,0.7448163447352717,0.5762415498605044
30385_pointer_n,3.333333333333333,3.6666666666666665,3.333333333333333,2.6666666666666665,-0.9024125933647156,-1.6576135158538818,[0.5628029108047485],[0.5812610387802124],[0.5718830823898315],[0.125],[0.2],[0.1538461491124262],[0.05555555555555555],[0.09523809523809523],[0.07017543394275193],[0.125],[0.2],[0.1538461491124262],[0.2809271856890904],[7.337741777064293e-232],[0.0484949976896617],0.9854832178286256,0.9042822256965014,0.9053219105319126,0.12025906103599454,0.6432877324214695
30385_pointer_s,5.0,4.333333333333333,4.666666666666667,4.666666666666667,-2.09228777885437,-2.80416202545166,[0.44090545177459717],[0.5420424342155457],[0.48627087473869324],[0.06172839506172839],[0.25],[0.09900989781393991],[0.018518518518518517],[0.09523809523809523],[0.03100774921218701],[0.04938271604938271],[0.2],[0.07920791761592014],[0.18078966479379283],[6.60163220855285e-232],[-0.03436178342042573],0.0059373083245944,0.02684497841522198,0.026245075557129013,0.0021312443998120732,0.01840709945738769
2591_pointer_c,3.333333333333333,3.6666666666666665,3.6666666666666665,4.0,-1.3815232515335083,-2.5701992511749268,[0.3917737603187561],[0.5585091710090637],[0.4605138599872589],[0.03125],[0.2222222222222222],[0.054794518386188866],[0.0],[0.0],[0.0],[0.03125],[0.2222222222222222],[0.054794518386188866],[0.1881720430107527],[7.850707993042515e-232],[-0.12020469147523505],0.8844584188480814,0.8650806905862473,0.7847334389855624,0.45904341577275637,0.7029525151148553
2591_pointer_n,2.6666666666666665,2.0,3.333333333333333,3.333333333333333,-1.5550631284713743,-2.966520071029663,[0.46770384907722473],[0.676480770111084],[0.5530447959899902],[0.05263157894736842],[0.2222222222222222],[0.0851063798822998],[0.0],[0.0],[0.0],[0.02631578947368421],[0.1111111111111111],[0.04255318839293821],[0.17482517482517482],[7.073675849566084e-232],[0.026161076253633397],0.2395314383798361,0.10505562952407192,0.12019343339340935,0.006930517344523572,0.07739319342066828
2591_pointer_s,2.0,2.0,3.333333333333333,4.0,-1.3463605642318726,-2.768871068954468,[0.4388330578804016],[0.6353539824485779],[0.5191169381141663],[0.05],[0.2222222222222222],[0.0816326500624741],[0.0],[0.0],[0.0],[0.025],[0.1111111111111111],[0.04081632353186195],[0.16025641025641027],[6.630398171726777e-232],[-0.037758830054331005],0.9448712229059166,0.1299055338903412,0.9231447568939009,0.27930543060795976,0.44411857379740055
2591_lede3,3.6666666666666665,3.6666666666666665,4.0,4.333333333333333,-0.1312400847673416,-0.6634318828582764,[0.4460647404193878],[0.6797363758087158],[0.5386500954627991],[0.07246376811594203],[0.5555555555555556],[0.12820512616370813],[0.011363636363636364],[0.1111111111111111],[0.02061855501753654],[0.057971014492753624],[0.4444444444444444],[0.10256410052268247],[0.23437500000000003],[7.720899511627474e-232],[-0.09675023960556084],0.980213617686472,0.9939914679002881,0.9695113908021845,0.9275808171664006,0.9636945586229578
2591_fragments,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,-3.898869037628174,-4.61119270324707,[0.7359095215797424],[0.6654599905014038],[0.6989139318466187],[1.0],[0.5555555555555556],[0.7142857096938776],[0.2],[0.1111111111111111],[0.14285713826530627],[1.0],[0.5555555555555556],[0.7142857096938776],[0.54004620716211],[1.4740564900137075e-231],[0.4070556689011313],0.3226153795029668,0.01676909703912288,0.02587517547093622,0.0019306449548311575,0.014858305821630087
2591_textrank,4.0,3.6666666666666665,3.6666666666666665,4.333333333333333,-0.270646333694458,-0.9513326287269592,[0.4661041498184204],[0.5880958437919617],[0.5200416445732117],[0.029411764705882353],[0.1111111111111111],[0.046511624597079734],[0.0],[0.0],[0.0],[0.029411764705882353],[0.1111111111111111],[0.046511624597079734],[0.14388489208633096],[7.244248269687037e-232],[-0.10123312891351488],0.978723862154854,0.944803471828054,0.9552854950125869,0.9357764459685373,0.9452884709363927
2591_abstractive,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,-4.580549240112305,-5.006412982940674,[0.4254090189933777],[0.4682702422142029],[0.44581180810928345],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0423728813559322],[8.726094729337945e-232],[-0.11197257262811089],0.0459919129727636,0.03282892307766357,0.033213869089942824,0.07670132183908432,0.04758137133556357
1943_lede3,4.0,4.333333333333333,4.333333333333333,4.0,-1.180137038230896,-0.8521825671195984,[0.430736780166626],[0.5015687346458435],[0.4634620249271393],[0.07407407407407407],[0.35294117647058826],[0.12244897672428162],[0.009345794392523364],[0.058823529411764705],[0.01612902989203989],[0.06172839506172839],[0.29411764705882354],[0.10204081345897552],[0.15228174603174605],[0],[-0.10867698485663135],0.7321223421355674,0.927467356929148,0.9081643614157852,0.7964838298398496,0.8773718493949275
1943_fragments,1.3333333333333333,1.0,1.0,1.3333333333333333,-5.680665016174316,-5.791000843048096,[0.6343527436256409],[0.49573540687561035],[0.556542694568634],[0.8],[0.47058823529411764],[0.5925925879286695],[0.4],[0.23529411764705882],[0.2962962916323732],[0.8],[0.47058823529411764],[0.5925925879286695],[0.43352601156069365],[0],[0.12440672204319492],0.7062176317291334,0.43760735031991704,0.677637474400932,0.0015555952139765241,0.3722668066449419
1943_textrank,3.6666666666666665,4.0,3.333333333333333,4.0,-3.324812173843384,-3.8094286918640137,[0.4469284415245056],[0.5126339197158813],[0.4775315821170807],[0.061224489795918366],[0.17647058823529413],[0.09090908708448135],[0.0],[0.0],[0.0],[0.04081632653061224],[0.11764705882352941],[0.06060605678145112],[0.08771929824561404],[6.3917876705550364e-232],[-0.09554290309193458],0.0612030798275663,0.891594622795932,0.8720219444179987,0.9362641768164478,0.8999602480101262
1943_abstractive,2.0,2.333333333333333,1.6666666666666667,2.0,-5.717649936676025,-6.34058952331543,[0.46286439895629883],[0.387645423412323],[0.421928733587265],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0],[-0.07293564447987988],0.2301626185738701,0.23993082838394375,0.15246515879565453,0.7863348342321763,0.3929102738039249
1943_pointer_c,3.333333333333333,3.6666666666666665,3.333333333333333,4.333333333333333,-2.8856401443481445,-3.2344565391540527,[0.36526528000831604],[0.45210200548171997],[0.4040708839893341],[0.05263157894736842],[0.17647058823529413],[0.08108107754200161],[0.014925373134328358],[0.058823529411764705],[0.0238095205810662],[0.05263157894736842],[0.17647058823529413],[0.08108107754200161],[0.08264462809917356],[6.091662401187491e-232],[-0.08960626127709448],0.5939140887786547,0.030214106996668773,0.6440197758362479,0.20079239796043283,0.29167542693111653
1943_pointer_n,3.333333333333333,3.6666666666666665,3.333333333333333,4.0,-1.894038677215576,-2.528217077255249,[0.33705633878707886],[0.44273483753204346],[0.3827347159385681],[0.1],[0.17647058823529413],[0.12765956985061133],[0.0],[0.0],[0.0],[0.1],[0.17647058823529413],[0.12765956985061133],[0.0728155339805825],[8.412065649527267e-232],[-0.07842778545320939],0.9643530548070032,0.9492572206295639,0.9417347845341217,0.5343793360961802,0.8084571137532887
1943_pointer_s,3.6666666666666665,3.333333333333333,4.0,4.0,-1.6654610633850098,-2.2497801780700684,[0.35869234800338745],[0.4411863386631012],[0.3956854045391083],[0.08108108108108109],[0.17647058823529413],[0.11111110679698236],[0.0],[0.0],[0.0],[0.08108108108108109],[0.17647058823529413],[0.11111110679698236],[0.07075471698113207],[8.147480343967206e-232],[-0.10053425447549369],0.9259906059850525,0.9118590289133628,0.9100407373753729,0.7256188147139354,0.8491728603342237
8167_lede3,4.0,4.0,4.333333333333333,4.666666666666667,-0.3869507610797882,-0.6509634852409363,[0.4339696168899536],[0.541039228439331],[0.4816255569458008],[0.08695652173913043],[0.32],[0.1367521333917745],[0.015267175572519083],[0.07142857142857142],[0.0251572298026189],[0.07608695652173914],[0.28],[0.11965811629775742],[0.20884520884520885],[7.008232406629e-232],[-0.044543564363482835],0.977281305241886,0.986961094881523,0.9704996457320066,0.9352758672219806,0.96424553594517
8167_fragments,2.333333333333333,2.333333333333333,2.333333333333333,2.6666666666666665,-3.730223894119263,-4.138535022735596,[0.6997007131576538],[0.6558433175086975],[0.6770625114440918],[0.8888888888888888],[0.64],[0.7441860416441319],[0.5],[0.39285714285714285],[0.43999999507200005],[0.7777777777777778],[0.56],[0.6511627858301786],[0.6585034013605443],[9.788429383461836e-232],[0.46879224761534166],0.0847963126032728,0.029386930742433735,0.04086080551235917,0.0016339694024610563,0.023960568552417984
8167_textrank,3.6666666666666665,4.333333333333333,3.6666666666666665,4.0,-0.7635151147842407,-0.9635128974914552,[0.460286021232605],[0.5073527097702026],[0.4826746881008148],[0.14285714285714285],[0.24],[0.17910447293383838],[0.022222222222222223],[0.03571428571428571],[0.027397255545131234],[0.09523809523809523],[0.16],[0.11940298039652501],[0.16678095611285265],[8.18873472774142e-232],[-0.001018031972622957],0.9678306841155984,0.922212246936141,0.9408940102040527,0.886470469616667,0.9165255755856202
8167_abstractive,2.0,2.333333333333333,1.6666666666666667,2.333333333333333,-5.438787937164307,-6.98707914352417,[0.3836764693260193],[0.4036847651004791],[0.3934263586997986],[0.17647058823529413],[0.12],[0.14285713803854888],[0.0],[0.0],[0.0],[0.17647058823529413],[0.12],[0.14285713803854888],[0.08389261744966442],[9.418382295637229e-232],[-0.0703803475476581],0.0048103847850871,0.0014234803110480033,0.0019747691308253466,0.0004211631868300169,0.0012731375429011222
8167_pointer_c,2.333333333333333,3.0,2.6666666666666665,3.333333333333333,-3.4876530170440674,-3.5063793659210205,[0.45679235458374023],[0.48301348090171814],[0.4695371091365814],[0.11363636363636363],[0.2],[0.14492753161100624],[0.0],[0.0],[0.0],[0.09090909090909091],[0.16],[0.11594202436462947],[0.18461538461538465],[8.804363503668162e-232],[0.018223357406953578],0.2385364728199577,0.45877556837460615,0.6194427764849184,0.2657213580916298,0.44797990098371815
8167_pointer_n,4.333333333333333,4.666666666666667,4.333333333333333,4.666666666666667,-1.4136568307876587,-1.7217973470687866,[0.4356157183647156],[0.45134586095809937],[0.44334131479263306],[0.16129032258064516],[0.2],[0.17857142362882664],[0.0],[0.0],[0.0],[0.0967741935483871],[0.12],[0.10714285220025532],[0.14754098360655737],[8.90735602648238e-232],[-0.09403486415302642],0.9811871691917357,0.9737102746858906,0.9727856668189028,0.9414870013657112,0.9626609809568348
8167_pointer_s,2.6666666666666665,3.0,2.6666666666666665,4.0,-3.549022674560547,-4.211994171142578,[0.44765743613243103],[0.46291154623031616],[0.45515674352645874],[0.1282051282051282],[0.2],[0.15624999523925795],[0.0],[0.0],[0.0],[0.07692307692307693],[0.12],[0.09374999523925806],[0.15772870662460567],[8.27449233497142e-232],[-0.06161880338499581],0.2081299128728215,0.514558027825909,0.549699355066444,0.0032288989224246315,0.3558287606049259
10113_lede3,3.6666666666666665,4.0,3.0,4.333333333333333,-0.4294143915176391,-1.1769821643829346,[0.917181670665741],[0.6833747625350952],[0.7832011580467224],[0.9642857142857143],[0.5192307692307693],[0.67499999545],[0.9259259259259259],[0.423728813559322],[0.5813953445294755],[0.9642857142857143],[0.5192307692307693],[0.67499999545],[0.47098328035137954],[1.0244914152188952e-231],[0.4441202702129573],0.9787154074448846,0.9923394017468125,0.942525381840985,0.951667344868739,0.9621773761521788
10113_fragments,4.0,3.333333333333333,3.6666666666666665,4.0,-0.6950621604919434,-1.1781461238861084,[0.986909031867981],[0.9773181080818176],[0.982090175151825],[0.9074074074074074],[0.9423076923076923],[0.9245282968885725],[0.8524590163934426],[0.8813559322033898],[0.8666666616680556],[0.9074074074074074],[0.9423076923076923],[0.9245282968885725],[0.9323229503997309],[9.631763962281371e-232],[0.9595197990925614],0.93168292968194,0.9731461263186492,0.9364246661098827,0.9276654873089415,0.9457454265791578
10113_textrank,3.6666666666666665,4.0,3.6666666666666665,2.6666666666666665,-1.0078797340393066,-1.4173884391784668,[0.6199765205383301],[0.6017967462539673],[0.6107513904571533],[0.45652173913043476],[0.40384615384615385],[0.4285714235901708],[0.20754716981132076],[0.1864406779661017],[0.19642856644292106],[0.391304347826087],[0.34615384615384615],[0.3673469337942524],[0.3177980456026059],[9.418382295637229e-232],[0.23590067138314585],0.8721869755323228,0.8282269741988455,0.9477882435099145,0.8069002281565498,0.8609718152884366
10113_abstractive,2.333333333333333,2.333333333333333,2.0,2.0,-5.141847133636475,-5.93906831741333,[0.4378751516342163],[0.32389092445373535],[0.37235522270202637],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.008865248226950354],[1.1640469867513693e-231],[-0.28264388426264286],0.0983011423262756,0.02037833118369456,0.057143815947288304,0.9221594657818055,0.3332272043042628
10113_pointer_c,3.6666666666666665,3.333333333333333,3.333333333333333,3.6666666666666665,-1.7761600017547607,-2.8173723220825195,[0.5039713382720947],[0.5487936735153198],[0.5254283547401428],[0.18055555555555555],[0.25],[0.20967741448491165],[0.045454545454545456],[0.06779661016949153],[0.054421763902078264],[0.125],[0.17307692307692307],[0.14516128545265364],[0.2874423244793616],[8.820444599897338e-232],[0.1445363839029421],0.6927628388147667,0.3937548513846442,0.547554078003627,0.1917639550305916,0.3776909614729543
10113_pointer_n,3.6666666666666665,3.6666666666666665,4.0,4.333333333333333,-2.153482913970948,-2.5916507244110107,[0.8124734163284302],[0.7046390771865845],[0.7547239065170288],[0.75],[0.5769230769230769],[0.6521739081285445],[0.627906976744186],[0.4576271186440678],[0.5294117598289121],[0.75],[0.5769230769230769],[0.6521739081285445],[0.5959902089309643],[9.893133360884868e-232],[0.523489442662276],0.5250213730294676,0.38324358957012106,0.7614777225914026,0.4527589238875119,0.5324934120163451
10113_pointer_s,3.333333333333333,3.333333333333333,4.333333333333333,4.0,-3.278623104095459,-4.047192573547363,[0.6031916737556458],[0.6740760803222656],[0.6366669535636902],[0.4675324675324675],[0.6923076923076923],[0.5581395300715102],[0.27835051546391754],[0.4576271186440678],[0.346153841450526],[0.35064935064935066],[0.5192307692307693],[0.41860464635058],[0.5268399089529591],[8.994267352140603e-232],[0.3304730942138798],0.2717108441887454,0.010594333364219204,0.3761681106598446,0.018060848081109394,0.13494109736839108
7651_lede3,3.6666666666666665,4.0,3.0,3.0,-0.5926129817962646,-0.7195033431053162,[0.4204901158809662],[0.5126015543937683],[0.46199938654899597],[0.1282051282051282],[0.22727272727272727],[0.16393442161784477],[0.0],[0.0],[0.0],[0.10256410256410256],[0.18181818181818182],[0.13114753637194318],[0.11857707509881422],[6.995501686664742e-232],[-0.05981827348492952],0.9765008414391536,0.9862120932705584,0.9679132411109311,0.608211103236518,0.8541121458726691
7651_fragments,2.0,2.333333333333333,2.0,2.0,-6.020096302032471,-6.282625675201416,[0.5378891229629517],[0.44503259658813477],[0.4870747923851013],[0.9090909090909091],[0.45454545454545453],[0.6060606016161617],[0.36363636363636365],[0.18181818181818182],[0.24242423797979806],[0.9090909090909091],[0.45454545454545453],[0.6060606016161617],[0.4667681380010147],[9.788429383461836e-232],[-0.009820619119558005],0.0416266626842245,0.14954521570817272,0.19275777273839473,0.06102140654345435,0.13444146499667395
7651_textrank,3.0,2.6666666666666665,3.0,3.6666666666666665,-1.0991977453231812,-1.0840485095977783,[0.3990969657897949],[0.46114295721054077],[0.4278823733329773],[0.11904761904761904],[0.22727272727272727],[0.15624999548828136],[0.02127659574468085],[0.045454545454545456],[0.028985502902752175],[0.09523809523809523],[0.18181818181818182],[0.12499999548828142],[0.16336739037888462],[6.720628411503338e-232],[-0.06723642174255118],0.98594240499028,0.9827782504693693,0.9803146227363057,0.48757366001243496,0.8168888444060366
7651_abstractive,2.0,2.333333333333333,2.0,2.333333333333333,-5.442689418792725,-7.035004138946533,[0.3606700897216797],[0.39075344800949097],[0.37510958313941956],[0.058823529411764705],[0.045454545454545456],[0.05128204636423453],[0.0],[0.0],[0.0],[0.058823529411764705],[0.045454545454545456],[0.05128204636423453],[0.021739130434782608],[8.319100378795605e-232],[-0.1269716399785854],0.1603674897970207,0.001008363234732144,0.002470787923590338,0.0006438923594244209,0.0013743478392489676
7651_pointer_c,3.0,3.0,3.0,3.333333333333333,-1.060083508491516,-1.540300726890564,[0.36430418491363525],[0.507882833480835],[0.42427560687065125],[0.09090909090909091],[0.2727272727272727],[0.13636363261363646],[0.0],[0.0],[0.0],[0.07575757575757576],[0.22727272727272727],[0.11363635988636377],[0.11551155115511552],[7.659859945595747e-232],[-0.10988984382129252],0.9703975902429705,0.9897856004433521,0.9755804885419272,0.46306576023781804,0.8094772830743658
7651_pointer_n,3.0,3.0,3.0,4.0,-1.3211958408355713,-1.5626447200775146,[0.4263557195663452],[0.45005691051483154],[0.4378858506679535],[0.0625],[0.09090909090909091],[0.07407406924554216],[0.0],[0.0],[0.0],[0.0625],[0.09090909090909091],[0.07407406924554216],[0.08163265306122448],[7.337741777064293e-232],[-0.08448667813274846],0.9761789658733973,0.9680190740592929,0.960464157206508,0.48444573072475633,0.8043096539968525
7651_pointer_s,3.333333333333333,3.0,3.0,3.6666666666666665,-1.147742509841919,-1.3280030488967896,[0.4284899830818176],[0.4472305476665497],[0.43765974044799805],[0.06666666666666667],[0.09090909090909091],[0.07692307204142042],[0.0],[0.0],[0.0],[0.06666666666666667],[0.09090909090909091],[0.07692307204142042],[0.08264462809917354],[7.490163752058132e-232],[-0.08537581905432412],0.952894426903246,0.9386683044519805,0.9363373653451469,0.12462614126088492,0.6665439370193375
